,Overall rank,Country or region,Score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption
0,0.0,0.27741935483870966,0.9999999999999999,0.7957244655581948,0.9772167487684728,0.8641542506573181,0.9445324881141046,0.27031802120141346,0.8675496688741721
1,0.0064516129032258064,0.23225806451612904,0.9656224572823432,0.8212589073634204,0.9685960591133004,0.8729184925503944,0.9381933438985737,0.44522968197879864,0.9050772626931566
2,0.012903225806451615,0.6774193548387096,0.9562652563059396,0.8836104513064132,0.9741379310344827,0.9009640666082384,0.9556259904912837,0.47879858657243823,0.7527593818984547
3,0.01935483870967742,0.36774193548387096,0.9440602115541089,0.8194774346793349,0.9999999999999999,0.8992112182296231,0.936608557844691,0.6254416961130742,0.260485651214128
4,0.025806451612903226,0.632258064516129,0.942839707078926,0.8289786223277908,0.9371921182266009,0.8755477651183172,0.8827258320126784,0.568904593639576,0.6578366445916114
5,0.03225806451612903,0.8580645161290322,0.9412123677786818,0.8622327790973872,0.939655172413793,0.9219982471516214,0.9064976228209192,0.46466431095406363,0.7571743929359823
6,0.038709677419354833,0.8516129032258064,0.9133441822620015,0.8236342042755345,0.9156403940886699,0.8843120070113935,0.9096671949286845,0.47173144876325096,0.8233995584988961
7,0.04516129032258064,0.6387096774193548,0.9060211554109031,0.7737529691211401,0.9587438423645318,0.8992112182296231,0.9270998415213946,0.5830388692579506,0.8388520971302428
8,0.05161290322580645,0.14838709677419354,0.9001220504475181,0.8105700712589073,0.9267241379310343,0.9106047326906221,0.9255150554675119,0.5035335689045937,0.6799116997792494
9,0.058064516129032254,0.03870967741935484,0.8936126932465419,0.8171021377672208,0.9082512315270935,0.8904469763365469,0.8431061806656102,0.43109540636042404,0.49889624724061804
10,0.06451612903225806,0.03225806451612903,0.8899511798209926,0.8147268408551069,0.9532019704433496,0.9079754601226994,0.8827258320126784,0.5865724381625442,0.6401766004415009
11,0.07096774193548387,0.2064516129032258,0.8775427176566312,0.6140142517814727,0.8873152709359605,0.8439964943032428,0.8843106180665611,0.254416961130742,0.20529801324503308
12,0.07741935483870968,0.4064516129032258,0.8718470301057769,0.7577197149643705,0.8959359605911329,0.9018404907975459,0.5879556259904913,0.46113074204947,0.18101545253863133
13,0.08387096774193548,0.5225806451612903,0.8618795768917819,0.9554631828978621,0.9107142857142857,0.8869412795793163,0.8335974643423139,0.3427561837455831,0.6975717439293597
14,0.09032258064516129,0.9483870967741935,0.8545565500406834,0.7915676959619952,0.9470443349753693,0.8729184925503944,0.7131537242472267,0.6148409893992933,0.6136865342163356
15,0.0967741935483871,0.4,0.8478437754271765,0.8901425178147269,0.9562807881773397,0.8755477651183172,0.8177496038034866,0.5265017667844523,0.684326710816777
16,0.1032258064516129,0.3096774193548387,0.8405207485760781,0.8153206650831354,0.8953201970443349,0.8650306748466258,0.7844690966719493,0.46113074204947,0.5849889624724062
17,0.10967741935483871,0.07096774193548387,0.8279088689991861,0.8052256532066508,0.9261083743842363,0.8641542506573181,0.7496038034865293,0.2826855123674912,0.4635761589403973
18,0.11612903225806451,0.9548387096774194,0.8216029292107404,0.8509501187648456,0.897167487684729,0.7659947414548641,0.7194928684627576,0.4946996466431096,0.28256070640176595
19,0.12258064516129032,0.22580645161290322,0.8134662327095198,0.7535629453681709,0.9156403940886699,0.8063102541630149,0.7242472266244058,0.08127208480565372,0.07947019867549668
20,0.12903225806451615,0.9419354838709677,0.807973962571196,0.8925178147268408,0.8066502463054186,0.7230499561787905,0.94770206022187,0.46289752650176685,0.401766004415011
21,0.13548387096774195,0.5548387096774193,0.7878356387306752,0.7719714964370546,0.9359605911330048,0.8755477651183172,0.8938193343898573,0.6625441696113075,0.33333333333333326
22,0.14193548387096774,0.5741935483870968,0.7611879576891781,0.6353919239904988,0.8146551724137929,0.754601226993865,0.6862123613312203,0.13074204946996468,0.16114790286975714
23,0.14838709677419357,0.2838709677419355,0.7605777054515864,0.7862232779097388,0.9064039408866994,0.9158632778264679,0.6909667194928685,0.196113074204947,0.4039735099337748
24,0.15483870967741936,0.8709677419354839,0.7308787632221317,0.8123515439429929,0.880541871921182,0.8010517090271692,0.5562599049128367,0.42756183745583043,0.21412803532008828
25,0.16129032258064518,0.16774193548387098,0.7304719283970708,0.6882422802850356,0.8429802955665023,0.8063102541630149,0.5657686212361331,0.3303886925795053,0.12362030905077262
26,0.16774193548387098,0.32903225806451614,0.7288445890968266,0.4750593824228029,0.7814039408866993,0.6538124452234881,0.8478605388272584,0.30918727915194344,0.17218543046357615
27,0.17419354838709677,0.7612903225806451,0.7164361269324654,0.8331353919239904,0.8355911330049259,0.6967572304995618,0.6957210776545166,0.1413427561837456,0.2913907284768212
28,0.1806451612903226,0.7354838709677419,0.7162327095199347,0.9999999999999999,0.8084975369458126,0.7633654688869412,0.8795562599049129,0.3886925795053004,0.3686534216335541
29,0.1870967741935484,0.832258064516129,0.7121643612693246,0.7636579572446556,0.9137931034482757,0.9307624890446977,0.5736925515055468,0.27031802120141346,0.17439293598233993
30,0.19354838709677422,0.6967741935483871,0.7054515866558176,0.6823040380047506,0.8879310344827585,0.7975460122699387,0.8177496038034866,0.19257950530035337,0.11920529801324502
31,0.2,0.10967741935483871,0.7011798209926768,0.5961995249406176,0.8860837438423644,0.7028921998247152,0.6180665610142632,0.17491166077738518,0.1898454746136865
32,0.2064516129032258,0.9612903225806452,0.6997558991049634,0.667458432304038,0.9020935960591132,0.7808939526730938,0.8288431061806657,0.22438162544169613,0.3311258278145695
33,0.21290322580645163,0.7870967741935484,0.6934499593165172,0.9334916864608076,0.9008620689655171,1.0,0.8811410459587956,0.47879858657243823,0.9999999999999999
34,0.21935483870967742,0.25806451612903225,0.6916192026037428,0.47149643705463185,0.7647783251231526,0.6914986853637161,0.6814580031695721,0.16431095406360424,0.16335540838852095
35,0.22580645161290325,0.4129032258064516,0.6855166802278273,0.7684085510688836,0.9162561576354679,0.9106047326906221,0.3660855784469097,0.27915194346289757,0.0662251655629139
36,0.23225806451612904,0.05161290322580645,0.680634662327095,0.8087885985748219,0.8423645320197044,0.7633654688869412,0.8494453248811411,0.4505300353356891,0.24282560706401762
37,0.23870967741935484,0.7935483870967742,0.6804312449145647,0.7399049881235155,0.9261083743842363,0.7721297107800176,0.5293185419968305,0.21378091872791521,0.030905077262693155
38,0.24516129032258063,0.9032258064516129,0.6792107404393816,0.7309976247030879,0.9094827586206896,0.6248904469763366,0.7749603803486529,0.32685512367491165,0.035320088300220744
39,0.25161290322580643,0.7225806451612903,0.6771765663140764,0.7161520190023752,0.8854679802955664,0.7747589833479404,0.7654516640253566,0.20671378091872794,0.11037527593818984
40,0.25806451612903225,0.967741935483871,0.6755492270138322,0.44239904988123513,0.941502463054187,0.6625766871165644,1.0,0.568904593639576,0.5298013245033112
41,0.2645161290322581,0.5161290322580645,0.6704637917005695,0.7351543942992874,0.9328817733990146,0.7169149868536371,0.4611727416798732,0.07597173144876325,0.09271523178807946
42,0.27096774193548384,0.18064516129032257,0.6655817737998372,0.584916864608076,0.8682266009852215,0.7370727432077125,0.7448494453248811,0.17491166077738518,0.07505518763796909
43,0.27741935483870966,0.8,0.6641578519121237,0.7470308788598574,0.9378078817733988,0.8352322524101665,0.8938193343898573,0.254416961130742,0.1258278145695364
44,0.2838709677419355,0.6451612903225806,0.6615134255492271,0.4121140142517814,0.815886699507389,0.7318141980718668,0.6893819334389858,0.353356890459364,0.2803532008830022
45,0.29032258064516125,0.45806451612903226,0.6604963384865742,0.5237529691211401,0.7586206896551723,0.6643295354951797,0.7749603803486529,0.46289752650176685,0.01324503311258278
46,0.2967741935483871,0.01935483870967742,0.6576484947111473,0.6484560570071259,0.8817733990147781,0.7721297107800176,0.7464342313787639,0.11660777385159012,0.11037527593818984
47,0.3032258064516129,0.7419354838709677,0.6543938161106589,0.6900237529691211,0.7586206896551723,0.7230499561787905,0.7321711568938194,0.14664310954063606,0.011037527593818984
48,0.30967741935483867,0.21935483870967742,0.6495117982099267,0.7499999999999999,0.7530788177339901,0.9132340052585451,0.6434231378763867,0.3356890459363958,0.09050772626931566
49,0.3161290322580645,0.24516129032258063,0.6458502847843773,0.5415676959619953,0.8078817733990147,0.7607361963190185,0.7892234548335975,0.22261484098939932,0.19205298013245028
50,0.3225806451612903,0.4645161290322581,0.6444263628966639,0.8907363420427553,0.8121921182266009,0.708150744960561,0.7812995245641838,0.2508833922261484,0.21412803532008828
51,0.32903225806451614,0.8903225806451613,0.6417819365337672,0.6235154394299287,0.8676108374384235,0.7256792287467134,0.8827258320126784,0.6342756183745584,0.06181015452538631
52,0.3354838709677419,0.4838709677419355,0.6279495524816924,0.7048693586698337,0.9020935960591132,0.7116564417177914,0.41838351822503966,0.13250883392226148,0.14128035320088297
53,0.3419354838709677,0.8193548387096774,0.6187957689178191,0.7725653206650831,0.7506157635467979,0.9079754601226994,0.2519809825673534,0.30918727915194344,0.12362030905077262
